iter	MultiClass
399	0.3160582642
400	0.314944034
401	0.3145304286
402	0.314233155
403	0.3138899793
404	0.3135251465
405	0.3132195965
406	0.3128836052
407	0.3126262331
408	0.3122487809
409	0.3118318455
410	0.3116566245
411	0.3112422823
412	0.3105897796
413	0.310332644
414	0.3098897114
415	0.3095657612
416	0.3092022146
417	0.3086196538
418	0.3082111942
419	0.3079989507
420	0.3077649114
421	0.3071123924
422	0.3066577687
423	0.306351816
424	0.3061344337
425	0.3058420605
426	0.3046442735
427	0.3043571011
428	0.3040185524
429	0.3030292732
430	0.3027884024
431	0.3025551877
432	0.3013561261
433	0.3011399485
434	0.3008378812
435	0.300455267
436	0.3001643365
437	0.2996972532
438	0.2994477966
439	0.2991433837
440	0.2987529652
441	0.2985455584
442	0.2983012332
443	0.2981265273
444	0.2979274734
445	0.2974975412
446	0.2972055419
447	0.2966494962
448	0.2964564101
449	0.2961149071
450	0.2959025027
451	0.2956638267
452	0.2955277914
453	0.2951120715
454	0.2946070152
455	0.2939700206
456	0.2931427238
457	0.2929294277
458	0.2926008141
459	0.2920740231
460	0.2917691338
461	0.2915354034
462	0.2910313868
463	0.2908570537
464	0.2902851142
465	0.2897090171
466	0.2889514746
467	0.2887631591
468	0.2884770753
469	0.288194033
470	0.2879823454
471	0.2871691209
472	0.2868132029
473	0.2866492772
474	0.2865198731
475	0.2861770307
476	0.2856434047
477	0.2854543641
478	0.2841019569
479	0.2836428081
480	0.2815212795
481	0.2812655097
482	0.2810011148
483	0.2808469121
484	0.2805191407
485	0.2802640574
486	0.2799764755
487	0.2797755957
488	0.2795591763
489	0.2791330095
490	0.2782813737
491	0.2770999329
492	0.2769489685
493	0.2767620457
494	0.2766144724
495	0.2764289199
496	0.2761441373
497	0.2760231052
498	0.2758987518
499	0.2757271273
500	0.2754022391
501	0.2752547497
502	0.2747785604
503	0.2742705096
504	0.2738730163
505	0.2737234843
506	0.2732908205
507	0.2730591722
508	0.2716923502
509	0.2705702094
510	0.2701321812
511	0.2698858663
512	0.2680912763
513	0.2675059371
514	0.2671992925
515	0.2670493906
516	0.2663816187
517	0.2657869053
518	0.2654571755
519	0.2652432223
520	0.2642919631
521	0.2641645992
522	0.2639058475
523	0.2637530229
524	0.2634360999
525	0.2631446187
526	0.2628245336
527	0.2626737432
528	0.261233985
529	0.2601021613
530	0.2599212743
531	0.2589662711
532	0.2587627153
533	0.2586128173
534	0.2584709208
535	0.2581348614
536	0.2570541692
537	0.2569270039
538	0.2559418941
539	0.2552030563
540	0.2550358212
541	0.2549229209
542	0.2547078322
543	0.2544169736
544	0.2539425049
545	0.2537938396
546	0.2536012995
547	0.2532991528
548	0.2531366537
549	0.2528037551
550	0.2525537656
551	0.252438874
552	0.2521843024
553	0.2520382501
554	0.2518797948
555	0.2506942855
556	0.2503405725
557	0.2498400277
558	0.2495640399
559	0.2494679884
560	0.2492730914
561	0.2491492457
562	0.2489712465
563	0.2480135002
564	0.2466530521
565	0.2465612943
566	0.2463949955
567	0.2462554688
568	0.2458725678
569	0.2454931988
570	0.2448208795
571	0.2445145293
572	0.2443515945
573	0.2432602652
574	0.2430480804
575	0.242721245
576	0.2423523551
577	0.2421193357
578	0.2420097586
579	0.2419004548
580	0.2415231301
581	0.2410799641
582	0.2409028085
583	0.2408005446
584	0.2406652799
585	0.240366451
586	0.2402653739
587	0.2401414426
588	0.2391577778
589	0.2385291696
590	0.2382786038
591	0.2379407574
592	0.2378419729
593	0.2376601152
594	0.2373586946
595	0.2369269524
596	0.2354736008
597	0.2353638829
598	0.235090605
599	0.2349636831
600	0.2343537595
601	0.2341415301
602	0.2337117076
603	0.2335777825
604	0.2334262681
605	0.2333375236
606	0.2331734649
607	0.2327239545
608	0.2321622471
609	0.2318253775
610	0.2316518891
611	0.2313186568
612	0.2302340098
613	0.229855375
614	0.2296658653
615	0.2294853191
616	0.2293418566
617	0.2285368231
618	0.2282286915
619	0.227450441
620	0.2266000288
621	0.2264544117
622	0.2256850316
623	0.2251618852
624	0.2249590455
625	0.2248273429
626	0.224396913
627	0.2239436021
628	0.2236214504
629	0.2234329213
630	0.2231875783
631	0.2229837416
632	0.2227743452
633	0.2214127597
634	0.2211044876
635	0.2209722976
636	0.2206578649
637	0.2200940591
638	0.2188417494
639	0.2187434087
640	0.2181838836
641	0.2178533057
642	0.2172610134
643	0.2168836048
644	0.2163938667
645	0.2159393308
646	0.2158275033
647	0.2156395607
648	0.2154814796
649	0.2139354424
650	0.2137292122
651	0.2135711522
652	0.2133809898
653	0.2132464847
654	0.2129394726
655	0.2117909024
656	0.2116256132
657	0.2110903925
658	0.210689696
659	0.2104197378
660	0.2102752904
661	0.2097708707
662	0.2095197855
663	0.2092293254
664	0.2087441554
665	0.2085660838
666	0.2082965721
667	0.2081861761
668	0.2080644158
669	0.2079215459
670	0.2078133324
671	0.2077176165
672	0.2075783509
673	0.2072939133
674	0.2070523139
675	0.2066095549
676	0.2064984718
677	0.2061165946
678	0.2060342737
679	0.2058630889
680	0.2057456956
681	0.2054415707
682	0.2053349358
683	0.2052604253
684	0.2048033425
685	0.2047147099
686	0.2038060313
687	0.2036675817
688	0.2034971847
689	0.2033521223
690	0.2030996986
691	0.2029616686
692	0.2028787194
693	0.202733516
694	0.2025965507
695	0.2020758012
696	0.2017602191
697	0.201597379
698	0.2012756097
699	0.2010168409
700	0.2006742345
701	0.2005339427
702	0.2004462241
703	0.1999026101
704	0.199712302
705	0.1996427269
706	0.1994619722
707	0.1992821957
708	0.1990285893
709	0.1987217252
710	0.1983909087
711	0.1981679394
712	0.1978791598
713	0.1973637636
714	0.1972331392
715	0.1971330207
716	0.1969953669
717	0.1965206997
718	0.1963774029
719	0.1962062822
720	0.19605685
721	0.1948618802
722	0.1947738547
723	0.1946839438
724	0.1944628159
725	0.1943197617
726	0.1941767999
727	0.1939994012
728	0.1937920104
729	0.1936326933
730	0.1933048179
731	0.19320705
732	0.1930741278
733	0.1928543673
734	0.1923720123
735	0.1922358422
736	0.1918964076
737	0.1917291036
738	0.1916320668
739	0.1915506578
740	0.1914216983
741	0.1912205417
742	0.191094604
743	0.1909977373
744	0.1907555869
745	0.1906804168
746	0.1905487218
747	0.1904223133
748	0.1902389943
749	0.1901008647
750	0.1900210257
751	0.1898950753
752	0.1897509729
753	0.1894227662
754	0.1892975651
755	0.189195868
756	0.1887434701
757	0.18862511
758	0.1884054465
759	0.1880932667
760	0.1879889294
761	0.1876698687
762	0.1872450624
763	0.1871289844
764	0.1867503611
765	0.1866676669
766	0.1864724915
767	0.1863287697
768	0.1860455027
769	0.1853712649
770	0.1852401618
771	0.1851643774
772	0.1850939809
773	0.1849265111
774	0.1848109063
775	0.1847050801
776	0.1846303246
777	0.1843547466
778	0.1839930708
779	0.1838855986
780	0.1837193325
781	0.183438232
782	0.1833664586
783	0.1830220825
784	0.1828169325
785	0.1827105328
786	0.1825485178
787	0.1824236393
788	0.1820531473
789	0.1812338884
790	0.1810214596
791	0.1808023778
792	0.1806140916
793	0.1805150382
794	0.1804371063
795	0.1803713359
796	0.179813243
797	0.1795536156
798	0.1793807133
799	0.1791130253
800	0.1785543016
801	0.1781059148
802	0.1779819034
803	0.1777791882
804	0.1776744818
805	0.1774588405
806	0.1772545699
807	0.1768694197
808	0.1767815777
809	0.1765344141
810	0.1764465262
811	0.1760145011
812	0.1759096768
813	0.1751199447
814	0.1750559802
815	0.1749757012
816	0.1745128837
817	0.1743521595
818	0.1742646883
819	0.1741886965
820	0.1741242895
821	0.1740340504
822	0.1739726476
823	0.1738917095
824	0.1737960152
825	0.1736539483
826	0.1735681146
827	0.1728047392
828	0.172737989
829	0.1726080925
830	0.1724915419
831	0.1722636164
832	0.1719963828
833	0.1716633068
834	0.1711617885
835	0.1710174212
836	0.1708968335
837	0.1703038139
838	0.1701214901
839	0.1700208772
840	0.1699682977
841	0.1698042722
842	0.1696073938
843	0.1694650632
844	0.1693495144
845	0.1692057039
846	0.1691248568
847	0.1689187481
848	0.1687663474
849	0.1685156697
850	0.1684398205
851	0.168347757
852	0.1682845342
853	0.1672238914
854	0.1671170592
855	0.167051881
856	0.1668820831
857	0.1666968089
858	0.1665635383
859	0.1664980392
860	0.1664389868
861	0.1662416968
862	0.1659982641
863	0.1659108967
864	0.1658480629
865	0.1656624357
866	0.1652549921
867	0.1651553452
868	0.1649970896
869	0.1647210688
870	0.1646719752
871	0.1643271716
872	0.163965418
873	0.1636542148
874	0.163326915
875	0.1630815273
876	0.1629719427
877	0.1625500767
878	0.1624403516
879	0.1623172625
880	0.1622051662
881	0.162123447
882	0.1619934415
883	0.1618094921
884	0.1616535036
885	0.1615047116
886	0.1614067619
887	0.1611336515
888	0.1610892952
889	0.1609852707
890	0.1608368962
891	0.1607102281
892	0.1605338393
893	0.1603806813
894	0.1600195948
895	0.1598399038
896	0.1597135633
897	0.1596327474
898	0.1595536624
899	0.1593917781
900	0.1592996796
901	0.1591737964
902	0.1588766077
903	0.1588257525
904	0.1583881455
905	0.1583046658
906	0.1580902188
907	0.1580381358
908	0.1579398983
909	0.1578804501
910	0.157646116
911	0.1573689375
912	0.1569656286
913	0.1567523608
914	0.1563783333
915	0.1560021283
916	0.1559267696
917	0.1558859882
918	0.1557222292
919	0.1554397005
920	0.1551406989
921	0.1546053803
922	0.1545441876
923	0.1541278243
924	0.1538239525
925	0.1537009437
926	0.1535121983
927	0.1534481955
928	0.1533264201
929	0.153243996
930	0.1529263135
931	0.152869587
932	0.1526760948
933	0.1524044963
934	0.1523551722
935	0.1515842627
936	0.1513100248
937	0.1512153681
938	0.151123788
939	0.1508273615
940	0.1505455483
941	0.1503993048
942	0.1503582163
943	0.1500955414
944	0.1499724519
945	0.1499113457
946	0.1497771383
947	0.1496515771
948	0.1495953284
949	0.1495437251
950	0.1494770734
951	0.1494404058
952	0.1493098168
953	0.1491762342
954	0.1490786611
955	0.1489718167
956	0.1488129577
957	0.1483109268
958	0.1481251137
959	0.1480753305
960	0.1476901519
961	0.1476339136
962	0.1471311109
963	0.1470494443
964	0.1469115163
965	0.1466519642
966	0.1464918571
967	0.14642821
968	0.1463878352
969	0.1463354587
970	0.146222073
971	0.1461773875
972	0.1460889878
973	0.1457299399
974	0.1454861593
975	0.1453679923
976	0.1450586072
977	0.1450022293
978	0.1449468472
979	0.1448935035
980	0.1448253135
981	0.1446003302
982	0.1443825293
983	0.1442846954
984	0.1442161621
985	0.1441708347
986	0.1438241217
987	0.1432409427
988	0.1431528601
989	0.1430662347
990	0.1430194715
991	0.1429736135
992	0.1428962264
993	0.142423352
994	0.1423603856
995	0.1422749136
996	0.1422342789
997	0.1417789708
998	0.1415683389
999	0.1410303025
